,simplified,traditional,pinyin,meaning,hsk,audio_file
236,药开始起作用了。,藥開始起作用了。,Yào kāishǐ qǐ zuòyòng le.,The medicine began to take effect.,2,236.mp3
237,她为了健康锻炼身体。,她為了健康鍛煉身體。,Tā wèile jiànkāng duànliàn shēntǐ.,She exercises for her health.,2,237.mp3
238,这时候天黑了。,這時候天黑了。,Zhè shíhou tiān hēi le.,The sun went down at this time.,2,238.mp3
239,桌子上有一杯咖啡。,桌子上有一杯咖啡。,Zhuōzi shàng yǒu yī bēi kāfēi.,There is a cup of coffee on the table.,2,239.mp3
240,今天几月几日？,今天幾月幾日？,Jīntiān jǐ yuè jǐ rì?,What's the date today?,2,240.mp3
241,病人需要休息。,病人需要休息。,Bìngrén xūyào xiūxi.,Sick people need rest.,2,241.mp3
242,外面在下雨。,外面在下雨。,Wàimian zài xiàyǔ.,It's raining outside.,2,242.mp3
243,今天是我的生日。,今天是我的生日。,Jīntiān shì wǒ de shēngri.,Today is my birthday.,2,243.mp3
244,其中的高个子就是我哥哥。,其中的高個子就是我哥哥。,Qízhōng de gāogèzi jiù shì wǒ gēge.,The tall one of the group is my older brother.,2,244.mp3
245,我有两张门票。,我有兩張門票。,Wǒ yǒu liǎng zhāng ménpiào.,I've got two tickets.,2,245.mp3
246,这部手机可以拨打国际电话。,這部手機可以撥打國際電話。,Zhè bù shǒujī kěyǐ bōdǎ guójì diànhuà.,This cell phone can make international calls.,2,246.mp3
247,吃饭前要洗手。,吃飯前要洗手。,Chīfàn qián yào xǐshǒu.,We have to wash our hands before eating.,2,247.mp3
248,她跳舞时的姿态很美。,她跳舞時的姿態很美。,Tā tiàowǔ shí de zītài hěn měi.,Her motions when dancing are lovely.,2,248.mp3
249,他是我的弟弟。,他是我的弟弟。,Tā shì wǒ de dìdi.,He's my younger brother.,2,249.mp3
250,妹妹八岁了。,妹妹八歲了。,Mèimei bā suì le.,My younger sister is eight years old.,2,250.mp3
251,她穿着红大衣。,她穿著紅大衣。,Tā chuānzhe hóng dàyī.,She's wearing a red overcoat.,2,251.mp3
252,他们走得很慢。,他們走得很慢。,Tāmen zǒu de hěn màn.,They walk very slowly.,2,252.mp3
253,我家离学校很近。,我家離學校很近。,Wǒ jiā lí xuéxiào hěn jìn.,My house is very close to school.,2,253.mp3
254,雪很白。,雪很白。,Xuě hěn bái.,Snow is very white.,2,254.mp3
255,她是我的姐姐。,她是我的姐姐。,Tā shì wǒ de jiějie.,She's my elder sister.,2,255.mp3
256,他做了自我介绍。,他做了自我介紹。,Tā zuòle zìwǒ jièshào.,He introduced himself.,2,256.mp3
257,我钓到一条鱼。,我釣到一條魚。,Wǒ diàodào yī tiáo yú.,I've caught a fish.,2,257.mp3
258,她觉得很累。,她覺得很累。,Tā juéde hěn lèi.,She feels very tired.,2,258.mp3
259,老师给孩子们上了一堂课。,老師給孩子們上了一堂課。,Lǎoshī gěi háizimen shàngle yī táng kè.,The teacher taught one class to the children.,2,259.mp3
260,他走路上班。,他走路上班。,Tā zǒulù shàngbān.,He commutes to work on foot.,2,260.mp3
261,大家坐在桌子旁边。,大家坐在桌子旁邊。,Dàjiā zuò zài zhuōzi pángbiān.,Everyone's sitting at the table.,2,261.mp3
262,他爱做运动。,他愛做運動。,Tā ài zuò yùndòng.,He loves exercising.,2,262.mp3
263,今年玉米种的价格比去年偏高。,今年玉米種的價格比去年偏高。,Jīnnián yùmǐ zhǒng de jiàgé bǐ qùnián piān gāo.,The price of corn seed this year is a bit high compared to last year.,2,263.mp3
264,他在看报纸的最新消息。,他在看報紙的最新消息。,Tā zài kàn bàozhǐ de zuìxīn xiāoxi.,He's reading the latest news in the paper.,2,264.mp3
265,你喜欢什么颜色的气球？,你喜歡什麼顏色的氣球？,Nǐ xǐhuan shénme yánsè de qìqiú?,What color balloons do you like?,2,265.mp3
266,飞机抵达了机场。,飛機抵達了機場。,Fēijī dǐdále jīchǎng.,The plane has arrived at the airport.,2,266.mp3
267,我很喜欢唱歌。,我很喜歡唱歌。,Wǒ hěn xǐhuan chànggē.,I like singing very much.,2,267.mp3
268,我有一千美金。,我有一千美金。,Wǒ yǒu yīqiān Měijīn.,I've got one thousand U.S. dollars.,2,268.mp3
269,这道菜很好吃。,這道菜很好吃。,Zhè dào cài hěn hǎochī.,This dish is delicious.,2,269.mp3
270,今天上午考试。,今天上午考試。,Jīntiān shàngwǔ kǎoshì.,I'm taking a test this morning.,2,270.mp3
271,出口在左边。,出口在左邊。,Chūkǒu zài zuǒbian.,The entrance is on the left.,2,271.mp3
272,您贵姓？,您貴姓？,Nín guìxìng?,What's your surname please?,2,272.mp3
273,我有一百块钱。,我有一百塊錢。,Wǒ yǒu yībǎi kuài qián.,I've got one hundred RMB.,2,273.mp3
274,屋外下着雪。,屋外下著雪。,Wūwài xiàzhe xuě.,It's snowing outside.,2,274.mp3
275,这些草莓真贵。,這些草莓真貴。,Zhèxiē cǎoméi zhēn guì.,These strawberries are really expensive.,2,275.mp3
276,她生病了。,她生病了。,Tā shēngbìng le.,She is sick.,2,276.mp3
277,花园中有一个游泳池。,花園中有一個游泳池。,Huāyuán zhōng yǒu yī gè yóuyǒngchí.,There's a swimming pool in the garden.,2,277.mp3
278,牛奶含钙量很高。,牛奶含鈣量很高。,Niúnǎi hángàiliàng hěn gāo.,Milk has a high calcium content.,2,278.mp3
279,右边这位是邓先生。,右邊這位是鄧先生。,Yòubian zhè wèi shì dèng xiānsheng.,This is Mr. Deng on the right.,2,279.mp3
280,这件衣服很便宜。,這件衣服很便宜。,Zhè jiàn yīfu hěn piányi.,These clothes are very cheap.,2,280.mp3
281,附近有公共汽车站。,附近有公共汽車站。,Fùjìn yǒu gōnggòng qìchēzhàn.,There's a bus stop nearby.,2,281.mp3
282,起床的时间到了。,起床的時間到了。,Qǐchuáng de shíjiān dào le.,It's time to get up.,2,282.mp3
283,我想打篮球。,我想打籃球。,Wǒ xiǎng dǎ lánqiú.,I want to play basketball.,2,283.mp3
284,鸡蛋破了。,雞蛋破了。,Jīdàn pò le.,The egg is broken.,2,284.mp3
285,他们在踢足球。,他們在踢足球。,Tāmen zài tī zúqiú.,They're playing soccer.,2,285.mp3
286,现在的气温是零度。,現在的氣溫是零度。,Xiànzài de qìwēn shì líng dù.,The current temperature is zero degrees.,2,286.mp3
287,他在拆卸手表。,他在拆卸手錶。,Tā zài chāixiè shǒubiǎo.,He's disassembling the watch.,2,287.mp3
288,我打算出国旅游。,我打算出國旅遊。,Wǒ dǎsuàn chūguó lǚyóu.,I intend to travel abroad.,2,288.mp3
289,他是这里的服务员。,他是這裡的服務員。,Tā shì zhèlǐ de fúwùyuán.,He is a waiter here.,2,289.mp3
290,这间宾馆非常豪华。,這間賓館非常豪華。,Zhè jiān bīnguǎn fēicháng háohuá.,This hotel is very luxurious.,2,290.mp3
291,她可能在教室里。,她可能在教室裡。,Tā kěnéng zài jiàoshì li.,She might be in the classroom.,2,291.mp3
292,他们跑步的速度很平均。,他們跑步的速度很平均。,Tāmen pǎobù de sùdù hěn píngjūn.,They run at an even pace.,2,292.mp3
293,天气阴沉。,天氣陰沉。,Tiānqì yīnchén.,The weather is cloudy.,2,293.mp3
294,这里有很多彩色铅笔。,這裏有很多彩色鉛筆。,Zhèli yǒu hěn duō cǎisè qiānbǐ.,There are many colored pencils.,2,294.mp3
295,在火车站转车。,在火車站轉車。,Zài huǒchē zhàn zhuǎnchē.,Change trains at the railway station.,2,295.mp3
296,孩子们爱吃西瓜。,孩子們愛吃西瓜。,Háizimen ài chī xīguā.,Children love watermelon.,2,296.mp3
297,你喜欢吃羊肉吗？,你喜歡吃羊肉嗎？,Nǐ xǐhuan chī yángròu ma?,Do you like eating mutton?,2,297.mp3
298,假如天晴了，我就和你去爬山。,假如天晴了，我就和你去爬山。,"Jiǎrú tiān qíng le, wǒ jiù hé nǐ qù páshān.","If the weather clears, I will go climbing with you.",2,298.mp3
299,这里是哪里啊？,這里是哪里啊？,Zhèli shì nǎli a?,Where is this place?,3,299.mp3
300,我去图书馆还书。,我去圖書館還書。,Wǒ qù túshūguǎn huánshū.,I'm going to the library to return the books.,3,300.mp3
301,把美好的回忆留在心中。,把美好的回憶留在心中。,Bǎ měihǎo de huíyì liú zài xīnzhōng.,Hold your beautiful memories in your heart.,3,301.mp3
302,他正在过马路。,他正在過馬路。,Tā zhèngzài guò mǎlù.,He's crossing the road.,3,302.mp3
303,如果我是超人就好了。,如果我是超人就好了。,Rúguǒ wǒ shì chāorén jiù hǎo le.,It would be great if I were superhuman.,3,303.mp3
304,这里只有大号的。,這裡只有大號的。,Zhèlǐ zhǐyǒu dà hào de.,We only have L size here.,3,304.mp3
305,他被打伤了。,他被打傷了。,Tā bèi dǎshāng le.,He was hit and injured.,3,305.mp3
306,要是你不来，我就跟你分手。,要是你不來，我就跟你分手。,"Yàoshi nǐ bù lái, wǒ jiù gēn nǐ fēnshǒu.","If you don't come, I am going to break up with you.",3,306.mp3
307,儿子会自己洗衣服。,兒子會自己洗衣服。,Érzi huì zìjǐ xǐ yīfu.,My son can do the laundry by himself.,3,307.mp3
308,她用筷子吃寿司。,她用筷子吃壽司。,Tā yòng kuàizi chī shòusī.,She's eating her sushi with chopsticks.,3,308.mp3
309,姐妹俩长得很像。,姐妹倆長得很像。,Jiěmèi liǎ zhǎng de hěn xiàng.,The sister look very much alike.,3,309.mp3
310,他们设宴为我庆祝。,他們設宴為我慶祝。,Tāmen shèyàn wèi wǒ qìngzhù.,They held a banquet to celebrate in my honor.,3,310.mp3
311,病人需要休息。,病人需要休息。,Bìngrén xūyào xiūxi.,Sick people need rest.,3,311.mp3
312,学生应该认真学习。,學生應該認真學習。,Xuésheng yīnggāi rènzhēn xuéxí.,Students should study diligently.,3,312.mp3
313,国旗升起来了。,國旗升起來了。,Guóqí shēng qǐlái le.,The national flag has been raised.,3,313.mp3
314,他不过才十岁。,他不過才十歲。,Tā búguò cái shí suì.,He is only ten years old.,3,314.mp3
315,他又高又壮。,他又高又壯。,Tā yòu gāo yòu zhuàng.,He's tall and strong.,3,315.mp3
316,他拿着武器。,他拿著武器。,Tā názhe wǔqì.,He's carrying a weapon.,3,316.mp3
317,今天更冷了。,今天更冷了。,Jīntiān gèng lěng le.,It got much colder today.,3,317.mp3
318,我想买一根皮带。,我想買一根皮帶。,Wǒ xiǎng mǎi yī gēn pídài.,I want to buy a leather belt.,3,318.mp3
319,先洗手，然后吃饭。,先洗手，然後吃飯。,"Xiān xǐshǒu, ránhòu chīfàn.",Wash your hands before you eat.,3,319.mp3
320,这两姐妹长得一模一样。,這兩姐妹長得一模一樣。,Zhè liǎng jiěmèi zhǎng de yìmú yíyàng.,The two sisters look exactly the same.,3,320.mp3
321,当然可以！,當然可以！,Dāngrán kěyǐ!,Of course it's okay!,3,321.mp3
322,我有理由相信他会成功。,我有理由相信他會成功。,Wǒ yǒu lǐyóu xiāngxìn tā huì chénggōng.,I have reason to believe that he will succeed.,3,322.mp3
323,你认为怎么样？,你認為怎麼樣？,Nǐ rènwéi zěnmeyàng?,What do you think?,3,323.mp3
324,你明白了吗？,你明白了嗎？,Nǐ míngbai le ma?,Do you understand?,3,324.mp3
325,她一直等到中午。,她一直等到中午。,Tā yīzhí děngdào zhōngwǔ.,She waited all the way till noon.,3,325.mp3
326,地球在不断地演变。,地球在不斷地演變。,Dìqiú zài bùduàn de yǎnbiàn.,The earth is constantly evolving.,3,326.mp3
327,这个城市是我出生的地方。,這個城市是我出生的地方。,Zhège chéngshì shì wǒ chūshēng de dìfang.,This city is where I was born.,3,327.mp3
328,他离开家去学校。,他離開家去學校。,Tā líkāi jiā qù xuéxiào.,He left home and went to school.,3,328.mp3
329,这一定是他要的书。,這一定是他要的書。,Zhè yídìng shì tā yào de shū.,This is surely a book he needs.,3,329.mp3
330,你喝茶还是咖啡？,你喝茶還是咖啡？,Nǐ hē chá háishi kāfēi?,Would you prefer tea or coffee?,3,330.mp3
331,给 我 发 电邮。,給 我 發 電郵。,Gěi wǒ fā diànyóu.,Send me an email.,3,331.mp3
332,有什么新发现？,有什麼新發現？,Yǒu shénme xīn fāxiàn?,Has there been a new discovery?,3,332.mp3
333,他会讲中文，而且讲得很好。,他會講中文，而且講得很好。,"Tā huì jiǎng zhōngwén, érqiě jiǎng de hěn hǎo.","Not only can he speak Chinese, but he speaks it very well.",3,333.mp3
334,我们必须遵守法律。,我們必須遵守法律。,Wǒmen bìxū zūnshǒu fǎlǜ.,We must obey the law.,3,334.mp3
335,她把文件放在桌上。,她把文件放在桌上。,Tā bǎ wénjiàn fàng zài zhuō shàng.,She puts the file on the desk.,3,335.mp3
336,她为了健康锻炼身体。,她為了健康鍛煉身體。,Tā wèile jiànkāng duànliàn shēntǐ.,She exercises for her health.,3,336.mp3
337,他们向树林走去。,他們向樹林走去。,Tāmen xiàng shùlín zǒuqù.,They're heading for the forest.,3,337.mp3
338,他看起来很老。,他看起來很老。,Tā kàn qǐlai hěn lǎo.,He looks very old.,3,338.mp3
339,天安门广场位于北京市中心。,天安門廣場位于北京市中心。,Tiān'ānmén Guǎngchǎng wèiyú Běijīng Shì zhōngxīn.,Tiananmen Square is in the center of Beijing.,3,339.mp3
340,小女孩先上车。,小女孩先上車。,Xiǎo nǚhái xiān shàngchē.,The little girl gets on the bus first.,3,340.mp3
341,他们出售各种商品。,他們出售各種商品。,Tāmen chūshòu gè zhǒng shāngpǐn.,They sell all kinds of goods.,3,341.mp3
342,比赛最后胜利了。,比賽最後勝利了。,Bǐsài zuìhòu shènglì le.,In the end we won the game.,3,342.mp3
343,还有其他事情吗？,還有其他事情嗎？,Háiyǒu qítā shìqing ma?,Is there anything else?,3,343.mp3
344,我记得他的生日。,我記得他的生日。,Wǒ jìde tā de shēngrì.,I remember his birthday.,3,344.mp3
345,我喝果汁或者咖啡。,我喝果汁或者咖啡。,Wǒ hē guǒzhī huòzhě kāfēi.,I drink juice or coffee.,3,345.mp3
346,幸福的日子过去了。,幸福的日子過去了。,Xìngfú de rìzi guòqù le.,The happy days are gone.,3,346.mp3
347,别担心。,別擔心。,Bié dānxīn.,Don't worry!,3,347.mp3
348,这条街道很安静。,這條街道很安靜。,Zhè tiáo jiēdào hěn ānjìng.,This is a very quiet street.,3,348.mp3
349,我7点以前下班。,我7點以前下班。,Wǒ qī diǎn yǐqián xiàbān.,I get off work by 7:00 p.m.,3,349.mp3
350,我的儿子长高了。,我的兒子長高了。,Wǒ de érzi zhǎng gāo le.,My son has grown tall.,3,350.mp3
351,这是世界地图。,這是世界地圖。,Zhè shì shìjiè dìtú.,This is a map of the world.,3,351.mp3
352,考试成绩很重要。,考試成績很重要。,Kǎoshì chéngjì hěn zhòngyào.,Test results are very important.,3,352.mp3
353,他喜欢帮助别人。,他喜歡幫助別人。,Tā xǐhuan bāngzhù biérén.,He likes helping others.,3,353.mp3
354,机会来了。,機會來了。,Jīhuì lái le.,A good opportunity presented itself.,3,354.mp3
355,客厅里有一张方桌。,客廳裏有一張方桌。,Kètīng lǐ yǒu yī zhāng fāngzhuō.,There's a square table in the living room.,3,355.mp3
356,这座大桥连接起两岸的交通。,這座大橋連接起兩岸的交通。,Zhèi zuò dàqiáo liánjiē qǐ Liǎng'àn de jiāotōng.,This bridge links traffic from both sides.,3,356.mp3
357,比赛还没结束。,比賽還沒結束。,Bǐsài hái méi jiéshù.,The game is not over yet.,3,357.mp3
358,商店关门了。,商店關門了。,Shāngdiàn guānmén le.,The shop is closed.,3,358.mp3
359,她们的关系很好。,她們的關係很好。,Tāmen de guānxi hěn hǎo.,Those women get on very well with each other.,3,359.mp3
360,草地上有两匹马。,草地上有兩匹馬。,Cǎodì shàng yǒu liǎng pǐ mǎ.,There are two horses in the meadow.,3,360.mp3
361,我们马上就要启程了。,我們馬上就要啟程了。,Wǒmen mǎshang jiù yào qǐchéng le.,We're leaving in a moment.,3,361.mp3
362,这是大家的决定。,這是大家的決定。,Zhè shì dàjiā de juédìng.,This is everyone's decision.,3,362.mp3
363,我喜欢看关于历史的书。,我喜歡看關於歷史的書。,Wǒ xǐhuan kàn guānyú lìshǐ de shū.,I like to read books about history.,3,363.mp3
364,中文很难学。,中文很難學。,Zhōngwén hěn nán xué.,Chinese is very difficult.,3,364.mp3
365,这个我了解了。,這個我瞭解了。,Zhège wǒ liǎojiě le.,I understood this.,3,365.mp3
366,他站在门口。,他站在門口。,Tā zhàn zài ménkǒu.,He's standing at the entrance.,3,366.mp3
367,比赛还没结束。,比賽還沒結束。,Bǐsài hái méi jiéshù.,The game is not over yet.,3,367.mp3
368,他的发言很清楚。,他的發言很清楚。,Tā de fāyán hěn qīngchu.,His presentation is very clear.,3,368.mp3
369,她愿意嫁给他。,她願意嫁給他。,Tā yuànyì jià gěi tā.,She's willing to marry him.,3,369.mp3
370,这朵花很漂亮。,這朵花很漂亮。,Zhè duǒ huā hěn piàoliang.,This flower is very pretty.,3,370.mp3
371,他拍了大量的照片。,他拍了大量的照片。,Tā pāile dàliàng de zhàopiàn.,He has taken a large number of photos.,3,371.mp3
